trade_date,close,predict
2023-02-21,3997.340088,4017.273681640625
2023-02-22,3991.050049,4025.424560546875
2023-02-23,4012.320068,4020.118896484375
2023-02-24,3970.040039,3953.04443359375
2023-02-27,3982.23999,3958.601318359375
2023-02-28,3970.149902,3953.269775390625
2023-03-01,3951.389893,3948.76318359375
2023-03-02,3981.350098,3958.28515625
2023-03-03,4045.639893,4047.508544921875
2023-03-06,4048.419922,4040.1591796875
2023-03-07,3986.370117,3956.871826171875
2023-03-08,3992.01001,4018.281494140625
2023-03-09,3918.320068,3932.72802734375
2023-03-10,3861.590088,3851.29296875
2023-03-13,3855.76001,3851.49365234375
2023-03-14,3919.290039,3931.771728515625
2023-03-15,3891.929932,3866.05615234375
2023-03-16,3960.280029,3955.18896484375
2023-03-17,3916.639893,3926.775634765625
2023-03-20,3951.570068,3942.975341796875
2023-03-21,4002.870117,4017.9775390625
2023-03-22,3936.969971,3931.923828125
2023-03-23,3948.719971,3949.482421875
2023-03-24,3970.98999,3966.020263671875
2023-03-27,3977.530029,3969.487060546875
2023-03-28,3971.27002,3961.155517578125
2023-03-29,4027.810059,4028.135009765625
2023-03-30,4050.830078,4052.4345703125
2023-03-31,4109.310059,4120.32470703125
2023-04-03,4124.509765999999,4115.587890625
2023-04-04,4100.600098,4118.67626953125
2023-04-05,4090.379883,4072.404541015625
2023-04-06,4105.02002,4118.9677734375
2023-04-10,4109.1098630000015,4111.900390625
2023-04-11,4108.939941,4112.7783203125
2023-04-12,4091.949951,4067.33935546875
2023-04-13,4146.220215,4143.5458984375
2023-04-14,4137.6401369999985,4143.58203125
2023-04-17,4151.319824,4150.38671875
2023-04-18,4154.870117,4150.2314453125
2023-04-19,4154.52002,4148.8349609375
2023-04-20,4129.790039,4126.4345703125
2023-04-21,4133.52002,4136.2177734375
2023-04-24,4137.040039,4126.650390625
2023-04-25,4071.629883,4073.438232421875
2023-04-26,4055.98999,4034.995849609375
2023-04-27,4135.350098,4128.6796875
2023-04-28,4169.47998,4165.3125
2023-05-01,4167.870117,4156.35107421875
2023-05-02,4119.580078,4121.53076171875
2023-05-03,4090.75,4076.94091796875
2023-05-04,4061.219971,4048.1298828125
2023-05-05,4136.25,4129.7412109375
2023-05-08,4138.120117,4132.087890625
2023-05-09,4119.169922,4123.81103515625
2023-05-10,4137.6401369999985,4139.28662109375
2023-05-11,4130.620117,4119.701171875
2023-05-12,4124.080078,4118.529296875
2023-05-15,4136.279785,4136.927734375
2023-05-16,4109.899902,4117.24755859375
2023-05-17,4158.77002,4159.4599609375
2023-05-18,4198.049805,4191.20166015625
2023-05-19,4191.97998,4182.669921875
2023-05-22,4192.629883,4182.23291015625
2023-05-23,4145.580078,4154.08935546875
2023-05-24,4115.240234000001,4119.0849609375
2023-05-25,4151.279785,4149.71630859375
2023-05-26,4205.450195,4193.52880859375
2023-05-30,4205.52002,4195.1279296875
2023-05-31,4179.830078,4178.16357421875
2023-06-01,4221.02002,4193.60205078125
2023-06-02,4282.370117,4288.74658203125
2023-06-05,4273.790039,4275.16845703125
2023-06-06,4283.850098,4286.97216796875
2023-06-07,4267.52002,4266.86181640625
2023-06-08,4293.930176,4288.89990234375
2023-06-09,4298.8598630000015,4293.8388671875
2023-06-12,4338.930176,4319.17138671875
2023-06-13,4369.009765999999,4379.87548828125
2023-06-14,4372.589844,4372.62939453125
2023-06-15,4425.839844,4410.64306640625
2023-06-16,4409.589844,4413.33642578125
2023-06-20,4388.709961,4371.3076171875
2023-06-21,4365.689941,4369.00244140625
2023-06-22,4381.8901369999985,4381.296875
2023-06-23,4348.330078,4366.73828125
2023-06-26,4328.819824,4300.99951171875
2023-06-27,4378.410156,4377.4697265625
2023-06-28,4376.8598630000015,4381.4794921875
2023-06-29,4396.439941,4396.7275390625
2023-06-30,4450.379883,4461.11474609375
2023-07-03,4455.589844,4455.20068359375
2023-07-05,4446.819824,4459.01123046875
2023-07-06,4411.589844,4399.6669921875
2023-07-07,4398.950195,4394.154296875
2023-07-10,4409.529785,4404.44580078125
2023-07-11,4439.259765999999,4418.853515625
2023-07-12,4472.160156,4452.3056640625
2023-07-13,4510.040039,4526.11865234375
2023-07-14,4505.419922,4516.1220703125
